"","Datetime","Turb","Ecoli","Arithmetic - Predicted Ecoli","Predicted Ecoli With Duans Smearing Adjustment","Sd","Neg Sd","1.96 Sd","Neg 1.96 Sd","Agency_cd","Name","Site_no","Tz_cd","Ph","Ph-Status","Do","Do-Status","Sc","Sc-Status","Turb_fnu","Turb-Status","Wl_elev","Wl_elev-Status","Temp_c","Temp-Status","Q_cfs","Q-Status","Stage_ft","Stage - Status","Precip_in","Precip-Status","Waterbody","Lcod","Ecoli_mpn","Fecal_cfu","Turbidity_ntu"
"137","1655204580","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.7","P","41","P","6.7","P","1951.87","P","21.9","P","1520","P","1.94","P","0","P","FBR","FRBECOLI2","99","88","5.1"
"138","1655375220","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.9","P","7.8","P","42","P","7.8","P","1951.83","P","23.2","P","1460","P","1.9","P","0","P","FBR","FRBECOLI2","88.4","100","8"
"139","1655806500","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7","P","8.3","P","44","P","5.8","P","1951.66","P","20.1","P","1220","P","1.73","P","0","P","FBR","FRBECOLI2","56.3","60","5.1"
"140","1655986680","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7.2","P","8.5","P","46","P","4.1","P","1951.61","P","22.6","P","1150","P","1.68","P","0","P","FBR","FRBECOLI2","38.4","52","3.2"
"141","1656417480","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7.2","P","8.6","P","45","P","4.5","P","1951.59","P","22.2","P","1130","P","1.66","P","0","P","FBR","FRBECOLI2","77.6","40","3.5"
"142","1656582000","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.6","P","41","P","11.1","P","1951.7","P","22","P","1270","P","1.77","P","0","P","FBR","FRBECOLI2","579","750","12"
"143","1657016940","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.4","P","36","P","34","P","1952.13","P","22.7","P","1930","P","2.2","P","0","P","FBR","FRBECOLI2","468","430","27"
"144","1657181100","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.4","P","44","P","64.1","P","1952.21","P","22.9","P","2070","P","2.28","P","0","P","FBR","FRBECOLI2","1110","1700","75"
"145","1657805700","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.8","P","43","P","53.9","P","1951.95","P","22.6","P","1640","P","2.02","P","0","P","FBR","FRBECOLI2","2910","2900","65"
"146","1658227500","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.9","P","7.6","P","48","P","19.9","P","1951.69","P","23","P","1260","P","1.76","P","0","P","FBR","FRBECOLI2","688","420","23"
"147","1658402460","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.9","P","7.6","P","50","P","25.7","P","1951.69","P","23","P","1260","P","1.76","P","0","P","FBR","FRBECOLI2","455","830","31"
"148","1658837940","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7","P","7.8","P","54","P","8.9","P","1951.5","P","24.5","P","1010","P","1.57","P","0","P","FBR","FRBECOLI2","90.6","130","8.3"
"149","1658999940","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.9","P","7.3","P","53","P","9.4","P","1951.47","P","24.6","P","975","P","1.54","P","0","P","FBR","FRBECOLI2","158","130","7.9"
"150","1659440940","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.8","P","55","P","21.7","P","1951.77","P","22.6","P","1370","P","1.84","P","0","P","FBR","FRBECOLI2","343","360","26"
"151","1659606000","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.6","P","56","P","17.4","P","1951.72","P","23.3","P","1300","P","1.79","P","0","P","FBR","FRBECOLI2","271","290","17"
"152","1660037340","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.7","P","7.7","P","41","P","28.2","P","1951.8","P","22.9","P","1410","P","1.87","P","0","P","FBR","FRBECOLI2","345","600","32"
"153","1660211400","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.8","P","7.9","P","43","P","19.2","P","1951.71","P","22.1","P","1290","P","1.78","P","0","P","FBR","FRBECOLI2","418","320","27"
"154","1660643700","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7","P","7.9","P","44","P","14.8","P","1951.53","P","22.2","P","1050","P","1.6","P","0","P","FBR","FRBECOLI2","179","170","12"
"155","1660821960","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.9","P","8.1","P","45","P","22","P","1951.67","P","21.3","P","1230","P","1.74","P","0","P","FBR","FRBECOLI2","2420","1800","23"
"156","1661249220","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.7","P","7.9","P","40","P","42.6","P","1952.01","P","20.5","P","1730","P","2.08","P","0","P","FBR","FRBECOLI2","774","1000","50"
"157","1661419860","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7.1","P","7.9","P","46","P","18.3","P","1951.71","P","21.4","P","1290","P","1.78","P","0","P","FBR","FRBECOLI2","162","190","21"
"158","1661857260","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","7.2","P","7.8","P","48","P","11.4","P","1951.5","P","22.8","P","1010","P","1.57","P","0","P","FBR","FRBECOLI2","106","1800","12"
"159","1662628020","15","345","352.942410739196","428.594158002349","659.331534652224","188.9312716767","1201.28996104519","103.695485135007","USGS","Pearson","3451500","EDT","6.6","P","7.2","P","30","P","28.2","P","1954.15","P","20.9","P","5730","P","4.22","P","0","P","FBR","FRBECOLI2","216","320","30"
